id,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
13495,7.1,0.58,0.0,2.0,0.0819999999999999,25.0,119.0,0.9984,3.52,0.53,9.5,6.0
13496,9.3,0.52,0.33,2.3,0.076,13.0,35.0,0.99685,3.33,0.54,9.6,5.0
13497,8.4,0.38,0.3,2.3,0.077,6.0,12.0,0.99526,3.39,0.58,10.7,6.0
13498,8.2,0.56,0.09,2.4,0.08,9.0,29.0,0.9964,3.36,0.52,9.5,5.0
13499,6.8,0.67,0.0,2.2,0.073,15.0,44.0,0.9982,3.48,0.44,10.0,6.0
13500,8.2,0.48,0.24,3.0,0.074,22.0,42.0,0.99648,3.2,0.69,11.3,8.0
13501,7.9,0.56,0.24,2.1,0.084,23.0,99.0,0.9976,3.37,0.57,9.5,5.0
13502,9.9,0.39,0.43,2.1,0.087,3.0,15.0,0.998,3.39,0.9,9.4,6.0
13503,7.3,0.54,0.05,2.3,0.076,18.0,35.0,0.9969,3.38,0.58,11.1,7.0
13504,10.2,0.32,0.43,2.0,0.095,16.0,58.0,0.9978,3.15,0.77,10.2,6.0
13505,6.9,0.66,0.01,1.8,0.118,18.0,28.0,0.9979,3.48,0.58,11.6,6.0
13506,7.0,0.24,0.41,2.0,0.077,19.0,49.0,0.99635,3.2,0.53,9.4,5.0
13507,7.8,0.645,0.23,2.2,0.078,15.0,48.0,0.99704,3.22,0.62,9.8,6.0
13508,9.9,0.63,0.28,2.8,0.074,24.0,58.0,0.9973,3.44,0.93,10.5,5.0
13509,6.8,0.48,0.0,2.0,0.083,5.0,13.0,0.99498,3.47,0.62,11.5,6.0
13510,7.2,0.43,0.25,2.4,0.084,15.0,39.0,0.9966,3.14,0.61,9.6,5.0
13511,7.7,0.6,0.08,1.8,0.077,8.0,24.0,0.9971,3.33,0.73,9.2,5.0
13512,9.3,0.34,0.24,1.8,0.084,5.0,18.0,0.9964,3.2,0.57,11.7,7.0
13513,8.5,0.31,0.52,1.6,0.094,10.0,42.0,0.9976,3.1,0.61,9.2,6.0
13514,6.6,0.63,0.02,2.5,0.077,13.0,31.0,0.99627,3.52,0.56,11.7,5.0
13515,6.2,0.6,0.0,2.1,0.079,18.0,30.0,0.99774,3.24,0.77,10.4,6.0
13516,7.2,0.31,0.55,2.3,0.073,7.0,23.0,0.9964,3.48,0.62,10.8,6.0
13517,6.9,0.63,0.03,1.6,0.077,10.0,20.0,0.9966,3.54,0.58,11.5,5.0
13518,8.9,0.36,0.34,2.6,0.078,15.0,30.0,0.9978,3.2,0.57,9.5,6.0
13519,6.9,0.4,0.0,2.0,0.08,10.0,21.0,0.99458,3.45,0.69,11.5,7.0
13520,7.4,0.74,0.09,2.6,0.095,17.0,38.0,0.99552,3.39,0.52,10.9,6.0
13521,7.8,0.68,0.0,2.4,0.092,11.0,58.0,0.99774,3.61,0.54,10.0,5.0
13522,7.2,0.42,0.28,1.7,0.062,5.0,14.0,0.99572,3.4,0.54,9.7,5.0
13523,7.3,0.38,0.44,2.1,0.087,7.0,9.0,0.9972,3.46,0.72,9.5,6.0
13524,7.0,0.67,0.12,2.9,0.074,31.0,60.0,0.9958,3.4,0.49,9.4,5.0
13525,8.0,0.36,0.24,2.6,0.104,12.0,31.0,0.9978,3.22,0.54,9.5,5.0
13526,9.5,0.5,0.3,2.0,0.079,7.0,33.0,0.99724,3.33,0.62,9.2,7.0
13527,8.1,0.31,0.42,2.3,0.0819999999999999,10.0,24.0,0.998,3.22,0.62,9.4,6.0
13528,7.4,0.49,0.1,2.4,0.072,17.0,58.0,0.9974,3.37,0.72,9.3,7.0
13529,11.5,0.24,0.46,2.7,0.093,7.0,23.0,0.99572,3.22,0.55,10.9,5.0
13530,8.8,0.28,0.66,2.5,0.093,11.0,26.0,0.9994,3.25,0.52,13.566666666666698,7.0
13531,7.9,0.46,0.29,2.8,0.081,16.0,32.0,0.9976,3.26,0.59,10.4,6.0
13532,15.6,0.24,0.63,2.3,0.084,6.0,20.0,0.9996,3.15,0.63,12.2,5.0
13533,8.5,0.3,0.48,2.7,0.079,9.0,27.0,0.99745,3.36,0.6,11.9,7.0
13534,9.1,0.32,0.33,2.0,0.073,7.0,12.0,0.99572,3.16,0.53,9.5,6.0
13535,7.3,0.51,0.14,1.4,0.075,11.0,94.0,0.99642,3.18,0.63,9.8,5.0
13536,8.5,0.4,0.28,2.1,0.0969999999999999,6.0,13.0,0.99588,3.37,0.57,11.9,5.0
13537,6.2,0.42,0.03,2.2,0.077,12.0,43.0,0.9962,3.52,0.61,10.1,5.0
13538,11.3,0.41,0.42,2.0,0.073,5.0,23.0,0.9988,3.27,0.53,9.4,5.0
13539,8.6,0.6,0.23,2.2,0.086,14.0,35.0,0.9982,3.29,0.68,9.5,6.0
13540,10.4,0.36,0.5,2.2,0.08,26.0,64.0,0.9974,3.15,0.73,10.4,5.0
13541,8.8,0.53,0.06,2.4,0.077,16.0,33.0,0.99562,3.28,0.59,10.9,6.0
13542,8.6,0.6,0.05,2.0,0.0819999999999999,6.0,14.0,0.9976,3.3,0.49,9.3,5.0
13543,8.3,0.28,0.48,2.0,0.071,10.0,21.0,0.9973,3.25,0.8,9.8,6.0
13544,7.2,0.53,0.16,1.7,0.078,11.0,41.0,0.99562,3.39,0.44,9.5,4.0
13545,7.0,0.52,0.09,2.1,0.093,6.0,14.0,0.9976,3.47,0.62,10.6,7.0
13546,7.7,0.5,0.08,1.8,0.06,12.0,49.0,0.9976,3.4,0.71,9.6,6.0
13547,8.9,0.66,0.0,2.5,0.076,13.0,38.0,0.9987,3.58,0.56,9.4,6.0
13548,8.0,0.57,0.2,3.3,0.0819999999999999,11.0,44.0,0.9976,3.38,0.54,9.4,6.0
13549,8.9,0.43,0.23,1.6,0.0819999999999999,25.0,99.0,0.9976,3.26,0.85,9.6,5.0
13550,11.9,0.33,0.38,1.9,0.077,6.0,15.0,0.9972,3.15,0.6,9.5,7.0
13551,7.0,0.57,0.04,2.4,0.093,8.0,17.0,0.99498,3.28,0.7,10.8,6.0
13552,6.6,0.6,0.06,2.4,0.071,9.0,16.0,0.995,3.58,0.64,11.0,6.0
13553,7.6,0.46,0.23,2.0,0.086,11.0,45.0,0.9944,3.58,0.61,9.8,6.0
13554,7.0,0.6,0.0,2.3,0.086,14.0,38.0,0.9982,3.27,0.87,9.3,6.0
13555,7.5,0.59,0.27,2.2,0.074,17.0,38.0,0.998,3.34,0.72,9.5,6.0
13556,6.6,0.65,0.03,2.0,0.0819999999999999,6.0,16.0,0.99668,3.55,0.56,11.8,7.0
13557,7.0,0.36,0.49,2.3,0.078,6.0,22.0,0.99656,3.36,0.6,9.4,5.0
13558,6.8,0.58,0.0,2.3,0.09,19.0,47.0,0.99557,3.17,0.68,11.8,6.0
13559,10.4,0.46,0.49,2.3,0.092,5.0,20.0,0.9952,3.18,0.61,9.2,6.0
13560,7.1,0.44,0.26,2.0,0.095,7.0,29.0,0.9965,3.1,0.53,9.4,5.0
13561,8.3,0.66,0.04,2.0,0.06,13.0,27.0,0.9974,3.38,0.54,9.8,6.0
13562,7.1,0.51,0.13,2.0,0.061,10.0,24.0,0.99702,3.47,0.6,11.5,4.0
13563,9.2,0.32,0.31,2.0,0.084,8.0,24.0,0.9968,3.29,0.62,10.7,6.0
13564,10.3,0.45,0.24,1.8,0.091,8.0,27.0,0.99652,3.16,0.67,10.9,6.0
13565,8.5,0.42,0.28,2.1,0.054,3.0,15.0,0.9955,3.39,0.62,9.1,6.0
13566,7.0,0.65,0.0,2.5,0.077,9.0,38.0,0.9978,3.31,0.49,10.0,6.0
13567,6.9,0.645,0.08,2.1,0.081,8.0,18.0,0.9958,3.53,0.54,9.1,5.0
13568,11.5,0.39,0.49,2.5,0.071,29.0,44.0,0.9966,3.11,0.77,10.8,6.0
13569,8.5,0.31,0.49,2.6,0.1169999999999999,4.0,6.0,0.996,3.18,0.62,11.6,6.0
13570,6.1,1.04,0.02,1.9,0.075,6.0,19.0,0.99728,3.31,0.67,10.0,6.0
13571,9.9,0.62,0.28,1.9,0.066,12.0,29.0,0.9988,3.23,0.53,11.5,6.0
13572,7.3,0.66,0.15,2.0,0.08,29.0,66.0,0.99702,3.33,0.49,9.5,6.0
13573,7.2,0.6,0.27,2.7,0.07,6.0,17.0,0.99448,3.21,0.76,11.2,6.0
13574,6.3,0.6,0.0,1.9,0.121,6.0,12.0,0.99562,3.46,0.62,11.3,7.0
13575,9.0,0.29,0.4,2.1,0.084,6.0,16.0,0.9972,3.28,0.78,11.3,7.0
13576,7.4,0.5,0.0,2.2,0.0969999999999999,10.0,23.0,0.99498,3.46,0.55,10.5,5.0
13577,12.0,0.31,0.44,2.2,0.074,12.0,24.0,0.9988,3.19,0.73,10.5,6.0
13578,7.1,0.48,0.02,2.6,0.084,9.0,28.0,0.9958,3.36,0.57,9.8,5.0
13579,7.4,0.24,0.48,2.0,0.073,33.0,88.0,0.99586,3.34,0.68,9.9,5.0
13580,7.2,0.48,0.04,2.0,0.0819999999999999,6.0,17.0,0.9964,3.39,0.68,9.8,6.0
13581,7.4,0.57,0.0,1.8,0.0819999999999999,5.0,13.0,0.9964,3.36,0.57,9.8,4.0
13582,8.3,0.37,0.58,2.0,0.07,36.0,52.0,0.9976,3.18,0.57,9.5,5.0
13583,8.0,0.78,0.0,2.1,0.079,15.0,39.0,0.9962,3.19,0.63,9.5,6.0
13584,10.3,0.38,0.41,1.8,0.066,5.0,15.0,0.99448,3.3,0.65,10.9,7.0
13585,7.0,0.59,0.03,1.8,0.094,18.0,88.0,0.9988,3.44,0.57,9.5,5.0
13586,9.7,0.22,0.66,2.6,0.068,6.0,23.0,0.9979,3.21,0.67,12.8,4.0
13587,8.3,0.57,0.24,1.9,0.062,6.0,24.0,0.99603,3.3,0.58,9.3,5.0
13588,9.2,0.53,0.24,2.6,0.073,23.0,48.0,0.9983,3.32,0.73,10.8,6.0
13589,10.2,0.42,0.42,2.0,0.062,23.0,47.0,0.9978,3.23,0.79,12.0,7.0
13590,8.7,0.35,0.41,2.0,0.0819999999999999,11.0,18.0,0.99572,3.25,0.5,9.5,5.0
13591,8.1,0.46,0.0,2.1,0.0819999999999999,29.0,65.0,0.9976,3.28,0.76,11.5,6.0
13592,9.9,0.52,0.26,2.6,0.071,5.0,21.0,0.9982,3.2,0.62,9.7,5.0
13593,9.0,0.31,0.63,2.2,0.091,15.0,119.0,0.9968,3.38,0.61,9.5,5.0
13594,7.1,0.46,0.28,1.8,0.073,12.0,28.0,0.9973,3.42,0.57,9.3,5.0
13595,9.2,0.48,0.42,2.1,0.073,24.0,48.0,0.9972,3.26,0.62,11.0,5.0
13596,6.7,0.6,0.02,2.1,0.086,5.0,14.0,0.9987,3.53,0.57,9.7,5.0
13597,7.8,0.6,0.02,1.8,0.073,9.0,29.0,0.99516,3.53,0.54,9.2,5.0
13598,7.6,0.43,0.34,2.0,0.08,15.0,51.0,0.99502,3.27,0.6,11.0,4.0
13599,9.9,0.955,0.01,1.8,0.073,7.0,24.0,0.9974,3.32,0.69,10.9,5.0
13600,8.0,0.28,0.35,2.3,0.074,6.0,25.0,0.99656,3.29,0.81,9.5,6.0
13601,6.8,0.42,0.32,2.2,0.073,38.0,47.0,0.9982,3.42,0.57,11.6,6.0
13602,7.1,0.745,0.66,1.9,0.0819999999999999,19.0,41.0,0.9997,3.14,0.57,10.5,6.0
13603,7.6,0.62,0.02,2.1,0.0559999999999999,8.0,42.0,0.9988,3.38,0.63,10.0,5.0
13604,6.4,0.67,0.14,2.2,0.07,6.0,21.0,0.9947,3.28,0.57,11.3,6.0
13605,7.0,0.61,0.12,2.2,0.087,6.0,17.0,0.9974,3.33,0.59,9.4,5.0
13606,9.1,0.62,0.29,2.3,0.093,39.0,51.0,0.9957,3.15,0.58,9.7,5.0
13607,8.5,0.62,0.22,2.4,0.075,5.0,13.0,0.9964,3.19,0.48,10.0,6.0
13608,11.5,0.41,0.54,2.6,0.06,6.0,16.0,0.999,3.32,0.63,11.0,4.0
13609,6.4,0.54,0.09,2.0,0.084,21.0,110.0,0.9959,3.28,0.54,9.8,6.0
13610,7.9,0.56,0.0,2.6,0.0819999999999999,27.0,60.0,0.99572,3.38,0.57,11.0,7.0
13611,7.0,0.6,0.09,2.0,0.072,15.0,28.0,0.99672,3.4,0.53,9.4,5.0
13612,9.0,0.32,0.33,2.1,0.075,9.0,28.0,0.99668,3.31,0.54,9.5,6.0
13613,7.5,0.52,0.04,1.5,0.074,17.0,44.0,0.99458,3.32,0.52,9.9,6.0
13614,7.5,0.5,0.0,2.4,0.0819999999999999,6.0,28.0,0.997,3.36,0.49,12.9,6.0
13615,7.9,0.78,0.0,2.0,0.078,28.0,49.0,0.99668,3.44,0.67,9.9,5.0
13616,6.9,0.645,0.02,2.4,0.087,12.0,20.0,0.99538,3.39,0.54,11.8,6.0
13617,7.0,0.69,0.01,1.8,0.084,9.0,21.0,0.9984,3.67,0.62,10.5,6.0
13618,8.8,0.26,0.47,1.9,0.077,14.0,24.0,0.9988,3.4,0.56,9.2,5.0
13619,7.9,0.67,0.05,1.8,0.0559999999999999,5.0,22.0,0.99655,3.33,0.59,11.2,6.0
13620,7.2,0.62,0.0,2.3,0.074,14.0,32.0,0.9974,3.12,0.59,12.8,7.0
13621,6.3,0.52,0.04,1.4,0.073,26.0,42.0,0.998,3.2,0.77,12.5,6.0
13622,7.5,0.55,0.01,2.1,0.073,7.0,16.0,0.9957,3.36,0.53,9.4,5.0
13623,9.3,0.24,0.38,2.0,0.094,5.0,28.0,0.9978,3.37,0.59,9.3,5.0
13624,8.8,0.965,0.0,2.5,0.0819999999999999,26.0,64.0,0.99925,3.42,0.55,9.6,5.0
13625,11.8,0.43,0.49,2.1,0.075,10.0,26.0,0.9984,3.25,0.44,9.4,5.0
13626,7.1,0.36,0.45,1.6,0.077,9.0,24.0,0.9973,3.35,0.79,9.4,6.0
13627,10.6,0.36,0.55,1.9,0.08,15.0,28.0,0.99586,3.2,0.54,11.0,8.0
13628,7.8,0.56,0.03,1.7,0.078,15.0,49.0,0.9974,3.39,0.6,9.5,5.0
13629,7.0,0.42,0.1,1.8,0.081,17.0,47.0,0.99524,3.2,0.77,10.0,5.0
13630,9.4,0.47,0.46,1.8,0.084,20.0,49.0,0.9963,3.21,0.76,10.5,5.0
13631,6.2,0.39,0.3,2.0,0.095,5.0,16.0,0.99694,3.43,0.44,10.5,5.0
13632,10.6,0.46,0.14,1.7,0.0969999999999999,7.0,28.0,0.9967,3.29,0.66,9.6,6.0
13633,7.5,0.35,0.24,2.9,0.095,9.0,31.0,0.9972,3.3,0.54,9.5,5.0
13634,11.5,0.43,0.73,3.3,0.087,6.0,23.0,0.9987,3.26,0.63,10.6,6.0
13635,6.1,0.51,0.0,2.3,0.085,8.0,22.0,0.9987,3.39,0.62,10.5,6.0
13636,7.2,0.39,0.19,1.9,0.076,33.0,141.0,0.9982,3.36,0.47,9.7,5.0
13637,7.9,0.65,0.2,2.5,0.075,4.0,11.0,0.9956,3.28,0.59,9.5,4.0
13638,7.8,0.46,0.24,2.0,0.084,11.0,25.0,0.9959,3.33,0.63,10.0,6.0
13639,8.3,0.53,0.24,2.0,0.07,32.0,145.0,0.9982,3.15,0.6,9.3,5.0
13640,7.0,0.45,0.24,2.0,0.066,16.0,91.0,0.9958,3.38,0.68,9.4,5.0
13641,7.0,0.47,0.26,2.1,0.098,12.0,20.0,0.99524,3.28,0.59,9.9,5.0
13642,5.3,0.715,0.0,1.9,0.059,16.0,44.0,0.99746,3.57,0.65,11.5,6.0
13643,7.4,0.42,0.29,2.3,0.092,12.0,42.0,0.99546,3.42,0.61,9.4,6.0
13644,7.0,0.47,0.17,2.6,0.078,6.0,18.0,0.9953,3.45,0.81,9.2,6.0
13645,10.0,0.56,0.39,2.1,0.0819999999999999,6.0,27.0,0.9948,3.14,0.56,10.7,6.0
13646,9.4,0.5,0.45,2.1,0.071,12.0,74.0,0.9964,3.21,0.58,9.5,6.0
13647,6.7,0.42,0.09,2.1,0.074,15.0,42.0,0.99584,3.51,0.86,11.1,6.0
13648,8.4,0.61,0.32,2.1,0.071,34.0,52.0,0.9965,3.16,0.64,9.4,5.0
13649,7.6,0.61,0.01,1.8,0.08,6.0,11.0,0.99529,3.33,0.55,10.9,5.0
13650,8.3,0.66,0.2,2.3,0.088,25.0,49.0,0.99619,3.39,0.6,9.2,5.0
13651,8.4,0.58,0.22,2.3,0.095,6.0,14.0,0.9976,3.28,0.6,11.4,6.0
13652,8.5,0.51,0.01,2.7,0.0819999999999999,13.0,47.0,0.9966,3.43,0.44,9.2,6.0
13653,7.0,0.52,0.14,2.2,0.0819999999999999,17.0,92.0,0.99734,3.39,0.59,9.8,5.0
13654,7.6,0.51,0.02,2.1,0.078,7.0,19.0,0.9964,3.52,0.56,9.4,6.0
13655,6.2,0.57,0.06,1.6,0.062,16.0,54.0,0.99494,3.41,0.54,11.2,5.0
13656,7.5,0.28,0.32,1.5,0.0819999999999999,10.0,38.0,0.9966,3.4,0.54,10.5,6.0
13657,7.2,0.58,0.0,2.4,0.08,4.0,10.0,0.9978,3.31,0.53,9.3,3.0
13658,7.2,0.55,0.0,1.8,0.077,6.0,12.0,0.9962,3.37,0.61,9.4,6.0
13659,12.8,0.39,0.51,2.4,0.066,28.0,81.0,0.9994,3.35,1.17,9.6,7.0
13660,7.5,0.4,0.3,1.9,0.071,3.0,19.0,0.9968,3.4,0.6,11.0,5.0
13661,9.0,0.4,0.49,2.2,0.078,7.0,20.0,0.9972,3.3,0.55,9.5,5.0
13662,7.0,0.59,0.11,2.3,0.081,15.0,31.0,0.9967,3.34,0.56,11.0,7.0
13663,7.3,0.59,0.0,1.8,0.086,16.0,86.0,0.99888,3.42,0.59,9.8,5.0
13664,6.3,0.62,0.13,1.8,0.076,6.0,24.0,0.99592,3.28,0.54,11.8,5.0
13665,7.0,0.78,0.0,2.1,0.068,4.0,10.0,0.99586,3.39,0.58,9.5,5.0
13666,8.0,0.58,0.0,2.2,0.083,6.0,11.0,0.9986,3.16,0.72,12.2,5.0
13667,7.8,0.37,0.34,2.6,0.077,17.0,34.0,0.99494,3.22,0.73,10.5,6.0
13668,10.8,0.6,0.24,2.4,0.0819999999999999,5.0,16.0,0.9964,3.16,0.57,10.1,5.0
13669,6.7,0.65,0.0,2.4,0.079,26.0,58.0,0.9972,3.57,0.82,9.5,6.0
13670,8.9,0.685,0.14,2.1,0.078,21.0,54.0,0.99708,3.2,0.59,9.4,5.0
13671,7.0,0.59,0.12,2.3,0.076,3.0,13.0,0.99732,3.36,0.62,9.3,6.0
13672,6.8,0.645,0.0,1.7,0.08,10.0,23.0,0.99498,3.52,0.67,11.2,7.0
13673,6.8,0.65,0.01,2.65,0.069,11.0,45.0,0.99538,3.38,0.62,10.5,6.0
13674,7.0,0.735,0.24,2.4,0.0559999999999999,19.0,33.0,0.9959,3.38,0.57,10.2,6.0
13675,6.8,0.5,0.0,1.6,0.062,9.0,31.0,0.9974,3.53,1.04,9.4,6.0
13676,10.4,0.36,0.49,2.9,0.074,6.0,28.0,0.9982,3.18,0.62,10.5,5.0
13677,9.5,0.41,0.24,2.0,0.0819999999999999,5.0,19.0,0.9968,3.32,0.66,10.8,6.0
13678,9.8,0.57,0.11,2.6,0.073,12.0,41.0,0.9978,3.31,0.57,11.6,7.0
13679,6.9,0.58,0.09,2.2,0.093,13.0,28.0,0.9957,3.37,0.52,11.9,4.0
13680,6.0,0.37,0.26,2.1,0.118,8.0,18.0,0.9974,3.4,0.61,11.2,4.0
13681,7.7,0.31,0.42,2.5,0.077,23.0,119.0,0.997,3.35,0.67,9.3,5.0
13682,7.9,0.61,0.21,2.6,0.07,7.0,28.0,0.99562,3.29,0.57,9.5,6.0
13683,8.8,0.685,0.18,2.1,0.077,12.0,47.0,0.9988,3.31,0.44,10.5,6.0
13684,11.8,0.43,0.49,2.6,0.08,7.0,24.0,0.9976,3.28,0.52,9.2,6.0
13685,6.8,0.41,0.21,1.7,0.08,14.0,37.0,0.99508,3.45,0.49,10.6,5.0
13686,7.0,0.58,0.2,2.2,0.084,25.0,66.0,0.9965,3.18,0.59,9.3,5.0
13687,8.9,0.69,0.19,2.3,0.085,4.0,15.0,0.99642,3.27,0.62,12.8,7.0
13688,6.7,0.7,0.0,2.1,0.0559999999999999,17.0,38.0,0.99668,3.42,0.66,11.6,6.0
13689,7.0,0.52,0.0,1.8,0.087,6.0,14.0,0.99494,3.34,0.63,10.0,6.0
13690,7.7,0.58,0.04,2.0,0.084,15.0,28.0,0.9988,3.3,0.61,10.6,6.0
13691,10.2,0.41,0.49,2.3,0.086,7.0,20.0,0.9982,3.05,0.6,11.3,8.0
13692,10.3,0.36,0.4,2.0,0.074,6.0,14.0,0.99408,3.29,0.68,11.4,7.0
13693,7.3,0.6,0.05,2.2,0.059,3.0,10.0,0.99568,3.17,0.62,9.8,5.0
13694,10.0,0.39,0.47,2.3,0.095,6.0,13.0,0.9962,3.25,1.17,10.5,5.0
13695,7.6,0.52,0.13,1.8,0.07,16.0,44.0,0.9973,3.21,0.54,9.4,5.0
13696,6.8,0.59,0.0,2.1,0.05,11.0,42.0,0.9976,3.52,0.55,10.0,6.0
13697,9.9,0.43,0.24,2.5,0.07,7.0,17.0,0.99572,3.2,0.59,12.5,6.0
13698,7.1,0.63,0.22,1.9,0.093,8.0,19.0,0.99472,3.28,0.76,10.0,8.0
13699,9.8,0.47,0.49,1.9,0.079,6.0,20.0,0.9994,3.31,0.69,10.5,6.0
13700,7.3,0.4,0.05,1.9,0.084,11.0,20.0,0.9966,3.47,0.87,9.5,7.0
13701,6.2,0.31,0.32,2.1,0.063,17.0,31.0,0.99524,3.44,0.69,12.2,7.0
13702,7.7,0.635,0.0,2.5,0.077,1.0,27.0,0.9968,3.49,0.6,9.5,5.0
13703,10.1,0.48,0.24,1.9,0.095,9.0,32.0,0.9962,3.28,0.55,9.5,6.0
13704,6.2,0.6,0.0,1.4,0.086,5.0,14.0,0.9976,3.51,0.7,9.5,5.0
13705,7.5,0.35,0.48,2.0,0.084,6.0,28.0,0.9972,3.6,0.72,10.5,5.0
13706,7.2,0.69,0.0,2.1,0.0819999999999999,16.0,63.0,0.9972,3.39,0.63,9.8,6.0
13707,7.7,0.6,0.25,1.9,0.078,18.0,77.0,0.9986,3.35,0.64,9.5,6.0
13708,6.9,0.55,0.14,2.5,0.071,19.0,47.0,0.99362,3.26,0.52,10.2,5.0
13709,10.5,0.24,0.49,2.3,0.09,5.0,21.0,0.9981,3.29,0.83,10.2,5.0
13710,6.4,0.68,0.0,2.1,0.095,11.0,20.0,0.9977,3.31,0.65,11.0,6.0
13711,7.9,0.53,0.31,1.8,0.078,29.0,65.0,0.99704,3.15,0.62,9.8,5.0
13712,7.0,0.53,0.07,1.8,0.084,9.0,24.0,0.9961,3.33,0.6,9.1,7.0
13713,7.0,0.49,0.45,2.6,0.067,14.0,26.0,0.99498,3.16,0.64,10.0,5.0
13714,10.6,0.74,0.45,2.0,0.095,10.0,46.0,0.99736,3.18,0.54,10.4,6.0
13715,11.5,0.3,0.49,2.0,0.076,6.0,24.0,0.9972,3.32,0.87,9.6,6.0
13716,8.1,0.58,0.0,2.1,0.071,10.0,26.0,0.9984,3.5,0.57,11.4,7.0
13717,6.8,0.69,0.0,2.4,0.072,9.0,25.0,0.9988,3.42,0.59,11.9,4.0
13718,9.2,0.53,0.14,2.6,0.076,13.0,31.0,0.9957,3.43,0.64,11.2,6.0
13719,7.7,0.58,0.0,2.3,0.063,15.0,38.0,0.9976,3.39,0.56,9.8,5.0
13720,8.0,0.27,0.45,2.1,0.083,12.0,50.0,0.9972,3.44,0.85,9.0,6.0
13721,8.9,0.59,0.23,1.9,0.077,11.0,45.0,0.99604,3.15,0.68,9.4,6.0
13722,8.2,0.59,0.24,2.1,0.05,19.0,44.0,0.9964,3.1,0.59,11.2,6.0
13723,7.9,0.6,0.21,2.0,0.08,18.0,38.0,0.99498,3.31,0.52,9.4,5.0
13724,6.9,0.53,0.0,2.6,0.066,18.0,42.0,0.9973,3.42,0.52,9.6,5.0
13725,10.1,0.27,0.43,2.3,0.078,6.0,23.0,0.9994,3.25,0.76,10.0,5.0
13726,11.9,0.49,0.3,2.4,0.086,6.0,24.0,0.9984,3.39,0.52,9.9,5.0
13727,7.3,0.53,0.02,2.0,0.078,17.0,46.0,0.9964,3.39,0.56,11.0,5.0
13728,8.4,0.31,0.66,2.0,0.074,12.0,18.0,0.9994,3.4,0.54,11.1,6.0
13729,7.0,0.54,0.08,2.1,0.0969999999999999,6.0,14.0,0.9994,3.41,0.54,11.9,6.0
13730,9.9,0.33,0.24,2.7,0.071,24.0,49.0,0.9976,3.31,0.58,9.5,6.0
13731,9.3,0.51,0.24,2.2,0.079,15.0,49.0,0.9968,3.29,0.64,9.5,5.0
13732,6.6,0.61,0.1,2.2,0.054,16.0,47.0,0.9962,3.16,0.66,11.6,7.0
13733,10.6,0.22,0.49,2.0,0.091,8.0,15.0,0.9998,3.22,0.62,9.5,5.0
13734,11.9,0.42,0.49,1.9,0.0579999999999999,6.0,13.0,0.9982,3.3,0.6,9.3,6.0
13735,7.1,0.31,0.55,2.1,0.077,10.0,26.0,0.996,3.22,0.56,9.7,4.0
13736,7.9,0.34,0.32,2.9,0.079,6.0,20.0,0.99745,3.26,0.57,11.7,7.0
13737,10.0,0.3,0.44,2.3,0.081,6.0,14.0,0.9976,3.09,0.49,12.1,6.0
13738,8.1,0.41,0.4,1.6,0.07,15.0,43.0,0.9955,3.3,0.55,9.7,6.0
13739,8.2,0.53,0.28,2.3,0.08,5.0,12.0,0.99738,3.27,0.81,11.4,5.0
13740,6.9,0.59,0.18,2.2,0.0819999999999999,6.0,29.0,0.9965,3.4,0.59,9.8,6.0
13741,7.2,0.5,0.01,2.1,0.086,50.0,77.0,0.9984,3.32,0.59,9.2,5.0
13742,7.0,0.57,0.07,1.8,0.073,4.0,11.0,0.9952,3.37,0.56,9.0,5.0
13743,9.9,0.5,0.25,1.8,0.081,21.0,43.0,0.9976,3.26,0.49,9.2,5.0
13744,7.0,0.58,0.02,1.8,0.06,18.0,64.0,0.9987,3.53,0.57,9.4,6.0
13745,8.2,0.38,0.3,2.5,0.093,38.0,52.0,0.9994,3.3,0.73,11.0,5.0
13746,6.9,0.37,0.39,2.6,0.077,19.0,47.0,0.99586,3.36,0.62,11.6,6.0
13747,7.0,0.59,0.13,2.1,0.078,13.0,47.0,0.9972,3.35,0.59,9.4,6.0
13748,8.6,0.5,0.3,2.8,0.074,16.0,43.0,0.9976,3.23,0.58,9.7,6.0
13749,8.2,0.28,0.44,1.9,0.0819999999999999,10.0,28.0,0.99655,3.3,0.54,10.5,6.0
13750,6.5,0.6,0.06,2.1,0.072,6.0,15.0,0.99557,3.35,0.62,10.0,6.0
13751,6.2,0.725,0.05,2.6,0.0819999999999999,12.0,29.0,0.99656,3.41,0.55,11.1,6.0
13752,8.9,0.61,0.2,2.1,0.084,8.0,20.0,0.9977,3.12,0.6,10.1,5.0
13753,6.9,0.715,0.03,2.5,0.074,22.0,48.0,0.9987,3.38,0.56,11.0,6.0
13754,7.1,0.695,0.0,2.2,0.074,6.0,15.0,0.99642,3.18,0.49,9.7,6.0
13755,6.9,0.56,0.0,3.0,0.078,6.0,14.0,0.99478,3.54,0.64,10.2,6.0
13756,7.9,0.39,0.12,2.1,0.069,18.0,45.0,0.99502,3.36,0.8,9.4,5.0
13757,7.5,0.63,0.03,1.8,0.08,11.0,25.0,0.9966,3.3,0.55,9.9,5.0
13758,6.7,0.65,0.02,2.6,0.074,19.0,49.0,0.99746,3.43,0.51,11.8,7.0
